title,href,ingredients
Orange_Pine_Nut_Biscotti_Recipe,http://www.grouprecipes.com/87344/orange-pine-nut-biscotti.html,"bisquick, pine nuts, egg, margarine, orange zest, pine nuts, sugar"
Glazed_Chocolate_Cherry_Cake,"http://www.cooks.com/rec/view/0,166,154180-248194,00.html",egg
Aoli_Garlic_Dressing_Recipe,http://cookeatshare.com/recipes/aoli-garlic-dressing-65915,"egg, olive oil, garlic, cloves, lemon, lime juice"
Basic_Lowfat_Muffins_Recipe,http://cookeatshare.com/recipes/basic-lowfat-muffins-79574,"flour, sugar, salt, lowfat milk, lowfat milk, egg, applesauce"
Boiled_Custard_Recipe,http://cookeatshare.com/recipes/boiled-custard-7971,"lowfat milk, egg, sugar, vanilla extract, salt, nutmeg"
Grams_Corn_Fritters_Recipe,http://cookeatshare.com/recipes/gram-s-corn-fritters-43436,"bisquick, sugar, egg, corn, lowfat milk, shortening"
Mothers_Ham_Loaf_Recipe,http://cookeatshare.com/recipes/mother-s-ham-loaf-22584,"ham, pork, bread crumbs, lowfat milk, egg, green pepper"
Chicken_Cordon_Bleu_Recipe,http://cookeatshare.com/recipes/chicken-cordon-bleu-44097,"chicken, ham, bread crumbs, egg, flour, vegetable oil"
Blueberry_Muffins_Recipe,http://cookeatshare.com/recipes/blueberry-muffins-12065,"flour, salt, lowfat milk, egg, shortening, blueberries"
Chicken_Loaf_Recipe,http://cookeatshare.com/recipes/chicken-loaf-38765,"chicken, egg, onions, seasoning, garlic, onions, saltine crackers"
Chili_Rellenos_Recipe,http://cookeatshare.com/recipes/chili-rellenos-20003,"chilies, cheddar cheese, mozzarella cheese, egg, flour, lowfat milk"
Custard_Pie_Recipe,http://cookeatshare.com/recipes/custard-pie-40735,"egg, salt, lowfat milk, sugar, nutmeg, vanilla extract"
Mother_Knacks_Veal_Loaf_Recipe,http://cookeatshare.com/recipes/mother-knack-s-veal-loaf-1104,"veal, egg, lemon juice, ketchup, cracker crumbs, pimento stuffed olive"
Mexican_Wedding_Cake_Recipe,http://cookeatshare.com/recipes/mexican-wedding-cake-56090,"sugar, baking soda, flour, egg, pineapple, walnut"
Custard_Cream_Filling_For_Cream_Puffs_Recipe,http://cookeatshare.com/recipes/custard-cream-filling-for-cream-puffs-25791,"flour, sugar, salt, egg, lowfat milk, lemon extract"
Sausage_And_Egg_Casserole_Recipe,http://cookeatshare.com/recipes/sausage-and-egg-casserole-13151,"croutons, sausage, egg, lowfat milk, cheddar cheese, mustard powder"
Custard_Pie_Recipe,http://cookeatshare.com/recipes/custard-pie-40723,"egg, sugar, salt, nutmeg, lowfat milk, vanilla extract"
Custard_Pie_Recipe,http://cookeatshare.com/recipes/custard-pie-40724,"egg, sugar, salt, nutmeg, lowfat milk, vanilla extract"
Perfect_Peeled_Hardboiled_Eggs,http://www.bigoven.com/171783-Perfect-Peeled-Hardboiled-Eggs-recipe.html,egg
Greek_Cookies_Recipe,http://cookeatshare.com/recipes/greek-cookies-18154,"butter, sugar, egg, vanilla extract, whiskey, flour"
Italian_Chocolate_Bread_Pudding_Bodino_Nero,http://www.bigoven.com/101163-Italian-Chocolate-Bread-Pudding-(Bodino-Nero)-recipe.html,"bread crumbs, semisweet chocolate, whole milk, egg, sugar, whipped cream"
Quiche_Spectacular_Recipe,http://www.grouprecipes.com/59343/quiche-spectacular.html,"spinach, cheddar cheese, egg, pie crust, heavy cream, black pepper, mustard powder"
Chocolate_Rum_Tortoni_Recipe,http://www.grouprecipes.com/29165/chocolate-rum-tortoni.html,"rum, powdered sugar, eggs, heavy cream, egg, pecan, rum, salt"
Tart_Lemon_Blueberry_Custard_Tart_Recipe,http://www.grouprecipes.com/10012/tart-lemon-blueberry-custard-tart.html,"blueberries, lemon juice, heavy cream, sugar, powdered sugar, egg, egg yolks"
Scratch_Whole_Wheat_Pasta_Recipe,http://www.grouprecipes.com/80897/scratch-whole-wheat-pasta.html,"pasta, egg"
